article_w_version,model_name,Statement_Match_Rate,Type_Match_Rate,Combined_Statement_Type_Match_Rate,Name_Match_Rate,Type_Name_Match_Rate,Type_Correct_Name_Match_Rate,Title_Match_Rate,Justification_Match_Rate,Title_Justification_Join_Match_Rate,All_Attribute_Accuracy,LLM_Miss_Rate,LLM_Unique_Discover_Rate,Both_Found_Count,Match_Counts,LLM_Unique_Discover_Counts,Total_Unique_Sentences
28-scranton-ukrainian-weapons_avg,deepseek-chat,0.8787878787878788,0.7925925925925926,0.6969696969696969,0.6888888888888888,0.6888888888888888,0.8690476190476191,0.6888888888888888,0.38518518518518513,0.48888888888888893,0.5454545454545454,0.12121212121212122,0.22687728937728938,9.666666666666666,6.666666666666667,3.3333333333333335,14.333333333333334
29-tim-scott-deregulate_avg,deepseek-chat,0.4375,0.2857142857142857,0.125,0.23809523809523805,0.19047619047619047,0.6666666666666666,0.23809523809523805,0.047619047619047616,0.047619047619047616,0.020833333333333332,0.5625,0.14230019493177387,7.0,1.3333333333333333,2.6666666666666665,18.666666666666668
3-SF renewed-sweeps_avg,deepseek-chat,0.4791666666666667,0.6541666666666667,0.3125,0.7208333333333333,0.6333333333333334,0.96875,0.7208333333333333,0.39583333333333337,0.525,0.25,0.5208333333333334,0.11788977306218686,11.5,7.25,3.25,27.25
30-la-lower-rent-hikes_avg,deepseek-chat,0.6216216216216216,0.782608695652174,0.4864864864864865,0.5652173913043478,0.5652173913043478,0.7222222222222222,0.6086956521739131,0.17391304347826086,0.17391304347826086,0.05405405405405406,0.3783783783783784,0.17777777777777778,23.0,15.0,8.0,45.0
31-SV-GT-vermont_bill_avg,deepseek-chat,0.96,0.9583333333333334,0.92,0.875,0.875,0.9130434782608695,0.9583333333333334,0.041666666666666664,0.125,0.84,0.04,0.13793103448275862,24.0,23.0,4.0,29.0
32-openai_board_avg,deepseek-chat,0.8470588235294118,0.15112637362637363,0.12941176470588237,0.44566849816849813,0.15112637362637363,1.0,0.44566849816849813,0.4082875457875458,0.43507326007326,0.12941176470588237,0.15294117647058822,0.5133834586466166,14.4,2.2,18.0,35.0
33-human-border_patrol_towers_avg,deepseek-chat,0.6666666666666666,0.8597535505430242,0.5714285714285715,0.7879594820384295,0.6635860484544694,0.7717086834733893,0.7879594820384295,0.11178989139515455,0.11178989139515455,0.2976190476190476,0.3333333333333333,0.11782639146376633,18.666666666666668,13.333333333333334,4.0,32.0
34-human-ca_guanranteed_income_avg,deepseek-chat,0.5111111111111112,0.9131868131868132,0.4666666666666666,0.9131868131868132,0.9131868131868132,1.0,0.9131868131868132,0.49010989010989015,0.8417582417582418,0.4444444444444445,0.4888888888888888,0.062315270935960586,13.8,12.0,1.8,28.8
4-SFO-Labor-Day_avg,deepseek-chat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.42499999999999993,0.6749999999999999,0.0,0.23076923076923078,10.0,10.0,3.0,13.0
5-Humboldt-SF-homeless-bus_avg,deepseek-chat,0.5833333333333334,0.7037037037037037,0.3888888888888889,0.6296296296296297,0.5925925925925926,0.8666666666666667,0.6296296296296297,0.1111111111111111,0.5555555555555555,0.25,0.4166666666666667,0.025641025641025644,7.0,4.666666666666667,0.3333333333333333,12.333333333333334
6-OUSD-basic-job_avg,deepseek-chat,0.43199999999999994,1.0,0.43199999999999994,0.8535353535353535,0.8535353535353535,0.8535353535353535,0.8313131313131313,0.15202020202020203,0.2368686868686869,0.20800000000000002,0.5680000000000001,0.059320309320309315,10.8,7.8,1.6,26.6
7-District7-Candidate-Sues_avg,deepseek-chat,0.30158730158730157,0.6861111111111112,0.20634920634920637,0.7416666666666667,0.6861111111111112,1.0,0.7416666666666667,0.125,0.125,0.14285714285714285,0.6984126984126985,0.0974703557312253,6.333333333333333,4.333333333333333,2.3333333333333335,23.333333333333332
8-primary-recount-complete_avg,deepseek-chat,0.65,1.0,0.65,1.0,1.0,1.0,1.0,0.6874999999999999,0.6874999999999999,0.65,0.35,0.0,3.25,3.25,0.0,5.0
9-steph-curry-gold_avg,deepseek-chat,0.6444444444444444,0.8266666666666665,0.5333333333333334,0.8266666666666665,0.8266666666666665,1.0,0.8266666666666665,0.2733333333333333,0.2733333333333333,0.4444444444444445,0.3555555555555555,0.09636363636363636,5.8,4.8,1.0,10.0
